suburb,address,room,type,price,method,seller,date,bathroom,car,council_area
Surrey Hills,53 Broughton Rd,5,h,1350000,S,Fletchers,16/4/2016,2,2,Boroondara City Council
Surrey Hills,5/26 Florence Rd,2,u,550000,SP,Jellis,16/4/2016,1,1,Boroondara City Council
Surrey Hills,3 Olyve Ct,4,h,1850000,VB,Marshall,16/4/2016,2,2,Boroondara City Council
Surrey Hills,212 Union Rd,4,h,2050000,VB,Jellis,16/4/2016,2,2,Boroondara City Council
Surrey Hills,6 Alandale St,3,h,1150000,S,Marshall,17/9/2016,2,1,Boroondara City Council
Surrey Hills,2/11 Blackburn St,2,u,823000,S,Fletchers,17/9/2016,1,2,Boroondara City Council
Surrey Hills,61 Durham Rd,5,h,2100000,VB,Marshall,17/9/2016,4,3,Boroondara City Council
Surrey Hills,2/215 Mont Albert Rd,2,t,770500,S,Jellis,17/9/2016,2,1,Boroondara City Council
Surrey Hills,26 Newton St,4,h,2060000,S,Fletchers,18/3/2017,2,2,Boroondara City Council
Surrey Hills,42a Essex Rd,4,h,1725000,S,Jellis,18/6/2016,2,2,Boroondara City Council
Surrey Hills,1/52 Union Rd,2,u,620000,S,Fletchers,19/11/2016,1,1,Boroondara City Council
Surrey Hills,5/402 Whitehorse Rd,2,u,562500,S,Jellis,19/11/2016,1,0,Boroondara City Council
Surrey Hills,34 Barton St,4,h,1850000,S,Nelson,22/5/2016,2,2,Boroondara City Council
Surrey Hills,4/5 Middlesex Rd,2,u,656000,S,Fletchers,22/5/2016,1,1,Boroondara City Council
Surrey Hills,16 Pembroke St,4,h,1650000,S,Fletchers,22/5/2016,1,0,Boroondara City Council
Surrey Hills,29 Boisdale St,5,h,1518000,S,Fletchers,23/4/2016,2,1,Boroondara City Council
Surrey Hills,14 Scheele St,3,h,1560000,S,hockingstuart,24/9/2016,2,1,Boroondara City Council
Surrey Hills,2A Edyvean St,3,h,1185000,S,Ray,25/2/2017,2,2,Boroondara City Council
Surrey Hills,3/5 Florence Rd,3,t,865000,S,Noel,25/2/2017,1,1,Boroondara City Council
Surrey Hills,14 Park Rd,3,h,1135000,S,Jellis,25/2/2017,1,2,Boroondara City Council
Surrey Hills,3/22 Scottsdale St,2,u,899000,S,Noel,25/2/2017,1,1,Boroondara City Council
Surrey Hills,19 Sydenham La,6,h,2000000,VB,Jellis,26/7/2016,3,4,Boroondara City Council
Surrey Hills,17 Weybridge St,3,h,2300000,S,Fletchers,27/6/2016,2,1,Boroondara City Council
Surrey Hills,6/402 Whitehorse Rd,2,u,520000,S,Woodards,27/6/2016,1,1,Boroondara City Council
Surrey Hills,545 Whitehorse Rd,5,h,2450000,S,Marshall,27/6/2016,4,2,Boroondara City Council
Surrey Hills,2/23 Clyde St,2,u,600000,VB,Noel,27/11/2016,1,2,Boroondara City Council
Surrey Hills,17 Empress Rd,3,h,2180000,SP,Jellis,27/11/2016,1,2,Boroondara City Council
Surrey Hills,39 York St,4,h,2760000,S,Marshall,27/11/2016,2,4,Boroondara City Council
Surrey Hills,1/10 Florence Rd,2,u,813000,S,Fletchers,28/1/2016,1,2,Boroondara City Council
Surrey Hills,999A Riversdale Rd,3,h,1205000,S,Fletchers,28/1/2016,1,2,Boroondara City Council
Surrey Hills,20 Anderson St,3,h,1251000,S,Woodards,28/5/2016,2,1,Boroondara City Council
Surrey Hills,5/35 Durham Rd,2,h,600000,VB,Jellis,28/5/2016,1,1,Boroondara City Council
Surrey Hills,33 Ross St,4,h,1835000,SP,Jellis,28/5/2016,2,2,Boroondara City Council
Surrey Hills,3/4 Wells St,2,u,778500,S,Noel,28/5/2016,1,1,Boroondara City Council
Surrey Hills,40 Grovedale Rd,4,h,1751000,S,Jellis,28/8/2016,1,3,Boroondara City Council
Surrey Hills,2/59 Weybridge St,2,u,694000,S,Noel,28/8/2016,1,1,Boroondara City Council
Templestowe Lower,25 Clauscen St,3,h,1150000,S,Ray,3/9/2016,2,2,Manningham City Council
Templestowe Lower,3 Waratah Dr,4,h,1201000,SP,Zahn,3/9/2016,2,2,Manningham City Council
Templestowe Lower,41 Dellfield Dr,4,h,1165000,S,Barry,3/12/2016,2,4,Manningham City Council
Templestowe Lower,166 MacEdon Rd,3,h,1098000,S,Philip,3/12/2016,2,1,Manningham City Council
Templestowe Lower,120 Templestowe Rd,3,h,742500,S,Philip,3/12/2016,1,2,Manningham City Council
Templestowe Lower,11 Corroboree Pl,4,h,1257000,S,Barry,4/3/2017,3,2,Manningham City Council
Templestowe Lower,65 Glenair St,3,h,1101000,S,Barry,4/6/2016,2,2,Manningham City Council
Templestowe Lower,2/28 Hazel Dr,3,u,641000,S,Jellis,4/6/2016,1,2,Manningham City Council
Templestowe Lower,8 Corroboree Pl,3,h,1200000,S,Jellis,6/8/2016,1,2,Manningham City Council
Templestowe Lower,271 High St,4,h,1500000,SP,Jellis,7/5/2016,2,2,Manningham City Council
Templestowe Lower,315 Thompsons Rd,3,h,1290000,S,Barry,7/11/2016,1,2,Manningham City Council
Templestowe Lower,65 Fyfe Dr,4,h,1421000,S,Barry,10/9/2016,2,2,Manningham City Council
Templestowe Lower,4 Finn Ct,3,h,1051000,S,Jellis,10/12/2016,2,1,Manningham City Council
Templestowe Lower,36 Howitt Dr,3,h,1065000,S,Ray,10/12/2016,1,2,Manningham City Council
Templestowe Lower,45 Lynnwood Pde,5,h,1710000,S,Barry,11/3/2017,2,2,Manningham City Council
Templestowe Lower,253 Thompsons Rd,4,h,1000000,VB,hockingstuart,13/8/2016,3,2,Manningham City Council
Templestowe Lower,2/47 Parker St,2,t,678000,S,Barry,15/10/2016,1,1,Manningham City Council
Templestowe Lower,13 Tasker St,3,h,1010000,S,Barry,16/4/2016,2,2,Manningham City Council
Templestowe Lower,64 Magnolia Ct,4,h,1325000,S,Fletchers,17/9/2016,3,2,Manningham City Council
Templestowe Lower,1/59 Parker St,3,t,766000,S,Barry,18/3/2017,1,1,Manningham City Council
Templestowe Lower,42 Glenair St,3,h,982000,S,Barry,18/6/2016,2,2,Manningham City Council
Templestowe Lower,2/27 Ruffey St,3,u,725000,S,Barry,18/6/2016,1,1,Manningham City Council
Templestowe Lower,1 Beacon Ct,4,h,975000,S,Fletchers,19/11/2016,2,2,Manningham City Council
Templestowe Lower,3 Buller Tce,3,h,1211000,S,Philip,19/11/2016,2,2,Manningham City Council
Templestowe Lower,5 Michael St,3,h,1155000,S,Barry,22/5/2016,1,1,Manningham City Council
Templestowe Lower,30 Waratah Dr,3,h,940000,S,Jellis,23/4/2016,1,1,Manningham City Council
Templestowe Lower,9 Esther St,3,h,1053000,S,Ray,24/9/2016,1,1,Manningham City Council
Templestowe Lower,15 Killarney Rd,3,h,1002000,S,Barry,24/9/2016,1,2,Manningham City Council
Templestowe Lower,4/45 John St,3,u,755000,S,Barry,25/2/2017,1,2,Manningham City Council
Templestowe Lower,20 Astley St,4,h,1209000,S,Barry,26/7/2016,2,2,Manningham City Council
Templestowe Lower,62 Hodgson St,5,h,2080000,S,Barry,26/7/2016,4,2,Manningham City Council
Templestowe Lower,30 Jeffrey St,3,h,1050000,SP,Philip,27/6/2016,1,2,Manningham City Council
Templestowe Lower,5 MacRobertson St,4,h,1118000,S,Philip,27/6/2016,2,2,Manningham City Council
Templestowe Lower,208 Templestowe Rd,4,h,903000,S,Barry,27/6/2016,1,2,Manningham City Council
Templestowe Lower,4 Caroline Dr,3,h,1220000,SP,Jellis,27/11/2016,1,2,Manningham City Council
Templestowe Lower,6 Exeter Cl,4,h,1222000,S,Fletchers,27/11/2016,2,4,Manningham City Council
Templestowe Lower,205 High St,3,h,2025000,S,Jellis,27/11/2016,1,2,Manningham City Council
Templestowe Lower,78 Olympus Dr,4,h,1182500,S,Barry,27/11/2016,2,2,Manningham City Council
Templestowe Lower,132 Templestowe Rd,4,h,1020000,S,Barry,27/11/2016,2,2,Manningham City Council
Templestowe Lower,22 Hazel Dr,3,h,838000,S,Barry,28/5/2016,2,1,Manningham City Council
Templestowe Lower,23 Hotham St,3,h,650000,VB,RT,28/5/2016,1,2,Manningham City Council
Templestowe Lower,16 Rosa St,3,h,1509000,S,Barry,28/5/2016,2,2,Manningham City Council
Templestowe Lower,64 MacEdon Rd,4,h,1358500,S,Barry,28/8/2016,2,2,Manningham City Council
Thornbury,2/305 Rossmoyne St,3,u,510000,VB,Jellis,3/9/2016,1,1,Darebin City Council
Thornbury,4/73 Flinders St,2,u,470000,S,Jellis,3/12/2016,1,1,Darebin City Council
Thornbury,2/6 Kemp St,1,u,517500,S,Harcourts,3/12/2016,1,0,Darebin City Council
Thornbury,40/337 Station St,1,u,370000,VB,Jellis,3/12/2016,1,1,Darebin City Council
Thornbury,3/125 Fyffe St,2,t,805000,S,Nelson,4/2/2016,1,2,Darebin City Council
Thornbury,184 Raleigh St,4,h,1428888,SP,Miles,4/3/2017,2,1,Darebin City Council
Thornbury,40 Wales St,2,h,940000,S,Nelson,7/5/2016,1,1,Darebin City Council
Thornbury,4b Newcastle St,3,t,910000,S,Love,7/11/2016,2,1,Darebin City Council
Thornbury,52 Gooch St,3,h,1135000,S,Nelson,8/10/2016,1,1,Darebin City Council
Thornbury,6/112 Ballantyne St,1,u,260000,VB,Fletchers,10/9/2016,1,1,Darebin City Council
Thornbury,5/1 Clyde St,2,u,505000,SP,McGrath,10/9/2016,1,1,Darebin City Council
Thornbury,2/54 Pender St,1,u,365000,S,McGrath,10/12/2016,1,1,Darebin City Council
Thornbury,178 Clarendon St,3,h,1430000,S,Nelson,11/2/2017,1,3,Darebin City Council
Thornbury,1/13 Mansfield St,2,u,525500,S,Nelson,11/2/2017,1,1,Darebin City Council
Thornbury,4 Kelvin Gr,2,h,944000,SP,Barry,12/6/2016,1,1,Darebin City Council
Thornbury,92 Speight St,2,h,970000,S,Barry,12/6/2016,1,3,Darebin City Council
Thornbury,51 Alston St,3,h,887000,S,Love,12/11/2016,2,2,Darebin City Council
Thornbury,220a Mansfield St,3,h,701000,S,Stockdale,13/8/2016,3,2,Darebin City Council
Thornbury,296 Gooch St,2,h,740000,S,Harcourts,14/5/2016,1,2,Darebin City Council
Thornbury,46 Harold St,2,h,1110000,SP,Barry,14/5/2016,1,0,Darebin City Council
Thornbury,269 Mansfield St,4,h,795000,S,Love,14/5/2016,2,1,Darebin City Council
Thornbury,1/219 Raleigh St,1,u,332000,SP,Harcourts,14/5/2016,1,1,Darebin City Council
Thornbury,126 Keon St,3,h,1265000,S,Jellis,15/10/2016,2,2,Darebin City Council
Thornbury,111 Smith St,2,h,1085000,S,Nelson,15/10/2016,1,2,Darebin City Council
Thornbury,10 Ethel St,3,h,898000,S,hockingstuart,16/4/2016,2,2,Darebin City Council
Thornbury,22 Gooch St,3,h,1235000,S,Jellis,16/4/2016,3,1,Darebin City Council
Thornbury,52a Leinster Gr,3,t,910500,SP,hockingstuart,16/4/2016,2,2,Darebin City Council
Thornbury,37 Lewis St,3,h,995000,S,Jellis,16/4/2016,1,1,Darebin City Council
Thornbury,84 Raleigh St,2,h,760000,S,Nelson,16/4/2016,1,0,Darebin City Council
Thornbury,4/305 Rossmoyne St,2,u,505000,S,Jellis,16/4/2016,1,0,Darebin City Council
Thornbury,11 Clarendon St,3,h,1400000,SP,Jellis,17/9/2016,2,1,Darebin City Council
Thornbury,55 Comas Gr,3,h,1200000,S,Nelson,17/9/2016,2,2,Darebin City Council
Thornbury,48 Leinster Gr,3,h,920000,S,Nelson,17/9/2016,1,2,Darebin City Council
Thornbury,50 Leinster Gr,3,h,1110000,S,Nelson,17/9/2016,1,1,Darebin City Council
Thornbury,146 Rossmoyne St,3,h,1200000,VB,Nelson,17/9/2016,2,1,Darebin City Council
Thornbury,1/295 Rossmoyne St,2,u,560000,S,Nelson,17/9/2016,1,2,Darebin City Council
Thornbury,2/2 Dundas St,2,u,450000,S,McGrath,18/3/2017,1,1,Darebin City Council
Thornbury,59A Fyffe St,3,h,1190000,S,McGrath,18/3/2017,1,0,Darebin City Council
Thornbury,39 Keon St,3,h,1020000,S,Nelson,18/3/2017,1,1,Darebin City Council
Thornbury,33 Wales St,3,h,1245000,S,hockingstuart,18/3/2017,1,1,Darebin City Council
Thornbury,6/267 Rossmoyne St,2,u,571750,SP,hockingstuart,18/6/2016,1,1,Darebin City Council
Thornbury,314A Gillies St,2,h,874000,S,Love,19/11/2016,1,2,Darebin City Council
Thornbury,152 Gooch St,3,h,1427000,S,Nelson,19/11/2016,1,1,Darebin City Council
Thornbury,8/14 Hutton St,1,u,295000,S,LITTLE,19/11/2016,1,1,Darebin City Council
Thornbury,3/57 Pender St,1,u,383000,S,Love,19/11/2016,1,1,Darebin City Council
Thornbury,36 Rossmoyne St,2,h,1164000,S,Jellis,19/11/2016,2,0,Darebin City Council
Thornbury,2/143 Smith St,1,u,315000,S,Harcourts,19/11/2016,1,1,Darebin City Council
Thornbury,8/89 Ballantyne St,1,u,245000,VB,Love,22/5/2016,1,1,Darebin City Council
Thornbury,144 Clarendon St,3,h,1290000,SP,Barry,22/5/2016,1,2,Darebin City Council
Thornbury,2/121 Darebin Rd,2,u,605000,S,Barry,22/5/2016,1,1,Darebin City Council
Thornbury,279 Mansfield St,2,h,900000,S,Nelson,22/8/2016,1,1,Darebin City Council
Thornbury,51 Martin St,3,h,1620000,S,Nelson,22/8/2016,2,2,Darebin City Council
Thornbury,7/67 Pender St,2,u,438000,SP,Love,22/8/2016,1,1,Darebin City Council
Thornbury,138 Raleigh St,2,h,1143000,S,Ray,22/8/2016,1,2,Darebin City Council
Thornbury,43 Ballantyne St,2,h,925000,S,Holland,24/9/2016,1,1,Darebin City Council
Thornbury,50b Clyde St,3,h,1250000,VB,Nelson,24/9/2016,2,3,Darebin City Council
Thornbury,56a Leinster Gr,3,t,1070000,S,Jellis,24/9/2016,2,2,Darebin City Council
Thornbury,4/77 Pender St,2,u,371000,S,Brace,24/9/2016,1,1,Darebin City Council
Thornbury,109 Rossmoyne St,3,h,1570000,SP,McGrath,24/9/2016,2,1,Darebin City Council
Thornbury,4/85 St David St,2,u,486000,S,Nelson,24/9/2016,1,1,Darebin City Council
Thornbury,85A Clyde St,3,t,1100000,VB,Jellis,25/2/2017,2,2,Darebin City Council
Thornbury,29 Collins St,2,h,1211000,S,hockingstuart,25/2/2017,1,0,Darebin City Council
Thornbury,7/9 Hammond St,2,u,466000,S,Woodards,25/2/2017,1,1,Darebin City Council
Thornbury,45A Harold St,3,h,1280000,S,Jellis,25/2/2017,1,1,Darebin City Council
Thornbury,42 Mansfield St,4,h,1478000,SP,Jellis,25/2/2017,2,0,Darebin City Council
Thornbury,172 Rossmoyne St,3,h,1280000,SP,McGrath,25/2/2017,2,2,Darebin City Council
Thornbury,39 Smith St,3,h,1913000,S,McGrath,25/2/2017,2,2,Darebin City Council
Thornbury,11 Martin St,3,h,1272000,S,Jellis,26/7/2016,1,0,Darebin City Council
Thornbury,6 Martin St,2,h,972000,S,Jellis,26/7/2016,1,0,Darebin City Council
Thornbury,337 Rossmoyne St,4,h,928500,S,Barry,26/7/2016,2,2,Darebin City Council
Thornbury,5/82 Gooch St,2,u,432500,S,Barry,27/6/2016,1,1,Darebin City Council
Thornbury,172 Rossmoyne St,3,h,1200000,VB,Nelson,27/6/2016,2,2,Darebin City Council
Thornbury,67/337 Station St,2,u,510000,SP,hockingstuart,27/6/2016,1,1,Darebin City Council
Thornbury,129 Clarendon St,3,h,1370000,S,Jellis,27/11/2016,2,3,Darebin City Council
Thornbury,8/77 Pender St,1,u,303500,SP,Woodards,27/11/2016,1,1,Darebin City Council
Thornbury,386 Station St,3,h,1160000,SP,McGrath,27/11/2016,2,2,Darebin City Council
Thornbury,5/67 Flinders St,2,u,601000,S,Barry,28/5/2016,1,1,Darebin City Council
Thornbury,46 Rennie St,3,h,1430000,S,Nelson,28/8/2016,2,2,Darebin City Council
Thornbury,126 Smith St,3,h,1380000,SP,Jellis,28/8/2016,2,1,Darebin City Council
Toorak,1/3 Glover Ct,3,h,1435000,S,RT,3/12/2016,1,0,Stonnington City Council
Toorak,10 Myoora Rd,4,h,5500000,VB,Marshall,3/12/2016,3,2,Stonnington City Council
Toorak,16/3 Tahara Rd,1,u,546000,S,LITTLE,3/12/2016,1,1,Stonnington City Council
Toorak,232 Williams Rd,3,h,1635000,S,Marshall,3/12/2016,1,2,Stonnington City Council
Toorak,2/635 Malvern Rd,2,u,876000,S,Jellis,4/3/2017,1,1,Stonnington City Council
Toorak,7/765 Malvern Rd,2,u,620000,S,hockingstuart,4/3/2017,1,1,Stonnington City Council
Toorak,684 Orrong Rd,4,h,5500000,S,Marshall,4/3/2017,4,5,Stonnington City Council
Toorak,13 Ruabon Rd,2,h,1300000,VB,David,4/3/2017,1,0,Stonnington City Council
Toorak,16 Tashinny Rd,3,h,1689000,S,Kay,4/3/2017,1,0,Stonnington City Council
Toorak,34/530 Toorak Rd,2,u,517500,S,hockingstuart,4/3/2017,1,1,Stonnington City Council
Toorak,4/568 Toorak Rd,3,u,1100000,VB,Rodney,4/3/2017,2,1,Stonnington City Council
Toorak,7/3 Tahara Rd,2,u,701500,S,Kay,4/6/2016,1,1,Stonnington City Council
Toorak,4/8 Bruce St,2,u,925000,S,RT,6/8/2016,2,2,Stonnington City Council
Toorak,1/53 Grange Rd,2,u,838000,S,hockingstuart,7/11/2016,1,1,Stonnington City Council
Toorak,8/2 Douglas St,1,u,462800,SP,hockingstuart,8/10/2016,1,1,Stonnington City Council
Toorak,5 Berenice Tce,4,h,4000000,VB,Jellis,10/9/2016,2,2,Stonnington City Council
Toorak,1 Grosvenor Ct,3,u,1635000,S,Sotheby's,10/9/2016,1,0,Stonnington City Council
Toorak,5/755 Malvern Rd,3,t,2400000,S,Castran,10/9/2016,3,2,Stonnington City Council
Toorak,11/789 Malvern Rd,1,u,345000,S,Woodards,10/9/2016,1,1,Stonnington City Council
Toorak,7a Woorigoleen Rd,3,t,2650000,VB,Jellis,10/9/2016,3,2,Stonnington City Council
Toorak,4/264 Williams Rd,2,u,810000,SP,Jellis,10/12/2016,2,2,Stonnington City Council
Toorak,11 Church St,3,t,2700000,VB,Kay,12/6/2016,2,2,Stonnington City Council
Toorak,19/36 Grange Rd,1,u,515501,SP,hockingstuart,12/11/2016,1,1,Stonnington City Council
Toorak,2/76 Mathoura Rd,1,u,611000,SP,hockingstuart,12/11/2016,1,1,Stonnington City Council
Toorak,1 Ross St,4,h,4000000,VB,Kay,13/8/2016,4,4,Stonnington City Council
Toorak,17 Albany Rd,3,h,6250000,S,Kay,15/10/2016,3,2,Stonnington City Council
Toorak,7/36 Grange Rd,1,u,541000,S,Jellis,15/10/2016,1,1,Stonnington City Council
Toorak,4/83 Grange Rd,3,t,1550000,VB,Kay,15/10/2016,2,2,Stonnington City Council
Toorak,3/1085 Malvern Rd,3,u,2205000,S,Jellis,15/10/2016,2,2,Stonnington City Council
Toorak,18/703 Orrong Rd,2,u,1100000,VB,David,15/10/2016,2,2,Stonnington City Council
Toorak,719a Malvern Rd,3,h,1300000,SP,Biggin,16/4/2016,1,1,Stonnington City Council
Toorak,5 Kyeamba Gr,3,t,2050000,S,Rodney,17/9/2016,2,2,Stonnington City Council
Toorak,3 Mell St,5,h,2170000,S,Matthew,17/9/2016,1,0,Stonnington City Council
Toorak,11/38 Grange Rd,3,u,950000,S,hockingstuart,18/3/2017,1,1,Stonnington City Council
Toorak,22/530 Toorak Rd,2,u,531000,S,Morleys,18/3/2017,1,1,Stonnington City Council
Toorak,3/765 Malvern Rd,2,u,575000,S,Luxe,18/6/2016,1,1,Stonnington City Council
Toorak,17/34 Mathoura Rd,1,u,366000,S,Jellis,18/6/2016,1,1,Stonnington City Council
Toorak,28 Warra St,4,h,2620000,S,Jellis,18/6/2016,2,2,Stonnington City Council
Toorak,13 Bruce St,3,h,1900000,VB,Castran,19/11/2016,2,1,Stonnington City Council
Toorak,4 Nola Ct,4,h,4000000,S,Rodney,19/11/2016,2,2,Stonnington City Council
Toorak,8/17 Myoora Rd,2,u,540000,VB,Hodges,22/5/2016,1,1,Stonnington City Council
Toorak,1/183 Kooyong Rd,2,u,857000,S,Walsh,22/8/2016,0,0,Stonnington City Council
Toorak,6 Leighton Ct,3,h,4200000,S,Melbourne,23/4/2016,4,2,Stonnington City Council
Toorak,1A Boandyne Ct,2,h,3260000,S,Marshall,25/2/2017,2,2,Stonnington City Council
Toorak,12 Mell St,2,h,1900000,S,Kay,25/2/2017,2,0,Stonnington City Council
Toorak,9/28 Power St,2,u,690000,S,Prowse,25/2/2017,1,1,Stonnington City Council
Toorak,23/530 Toorak Rd,2,u,511000,SP,Morleys,27/6/2016,1,2,Stonnington City Council
Toorak,1/558 Toorak Rd,2,u,645000,SP,Marshall,27/6/2016,1,1,Stonnington City Council
Toorak,7/153 Kooyong Rd,2,u,870000,SP,hockingstuart,27/11/2016,2,2,Stonnington City Council
Toorak,28 Bruce St,3,h,2250000,SP,Castran,28/5/2016,3,2,Stonnington City Council
Toorak,10/530 Toorak Rd,2,u,525000,S,Jellis,28/5/2016,1,1,Stonnington City Council
Toorak,16 Cole Ct,3,h,3270000,S,Marshall,28/8/2016,2,1,Stonnington City Council
Toorak,6/183 Kooyong Rd,2,u,866000,S,Marshall,30/7/2016,0,0,Stonnington City Council
Toorak,3 Ruabon Rd,3,h,1170000,S,Fletchers,30/7/2016,1,1,Stonnington City Council
Toorak,3/625 Toorak Rd,2,u,920000,S,RT,30/7/2016,1,1,Stonnington City Council
Viewbank,52 Rosemar Cct,4,h,910000,S,Miles,3/9/2016,2,2,Banyule City Council
Viewbank,4 The Glade,3,h,960000,S,Miles,3/9/2016,2,2,Banyule City Council
Viewbank,3/23 Christine St,2,u,556000,S,Ray,3/12/2016,1,1,Banyule City Council
Viewbank,42 Graham Rd,4,h,1010000,S,Miles,3/12/2016,3,2,Banyule City Council
Viewbank,81 Martins La,3,h,880000,SP,Buckingham,3/12/2016,2,4,Banyule City Council
Viewbank,85 Martins La,4,h,920250,S,Nelson,4/3/2017,2,2,Banyule City Council
Viewbank,9 Rosebud Pde,4,h,1080000,S,Miles,4/3/2017,1,2,Banyule City Council
Viewbank,37 Eamon Dr,3,h,770000,S,Barry,4/6/2016,2,2,Banyule City Council
Viewbank,24 Martins La,3,h,820000,S,Nelson,6/8/2016,2,2,Banyule City Council
Viewbank,26 Lyon Rd,4,h,1102500,S,Miles,7/5/2016,2,1,Banyule City Council
Viewbank,20 Robern Pde,4,h,1005000,S,Darren,7/11/2016,2,1,Banyule City Council
Viewbank,16/86 Graham Rd,2,u,555000,SP,Miles,10/12/2016,1,2,Banyule City Council
Viewbank,10/86 Graham Rd,2,u,546000,S,Miles,12/11/2016,1,1,Banyule City Council
Viewbank,17 Lena St,3,h,765000,S,Ray,14/5/2016,1,2,Banyule City Council
Viewbank,19 Lena St,3,h,920000,S,Miles,14/5/2016,2,2,Banyule City Council
Viewbank,3 Norma Ct,5,h,895000,S,Barry,14/5/2016,3,2,Banyule City Council
Viewbank,15 Christine St,3,h,775000,SP,Miles,16/4/2016,3,2,Banyule City Council
Viewbank,5/367 Lower Plenty Rd,3,u,440000,SP,Barry,16/7/2016,1,1,Banyule City Council
Viewbank,42 Lyon Rd,4,h,1042500,S,Miles,17/9/2016,2,2,Banyule City Council
Viewbank,24 Northwood Dr,5,h,1025000,S,Nelson,17/9/2016,3,2,Banyule City Council
Viewbank,11 Grantham Rd,4,h,940000,VB,Miles,18/6/2016,3,2,Banyule City Council
Viewbank,44 Martins La,4,h,895000,S,Miles,18/6/2016,2,2,Banyule City Council
Viewbank,40 Castleton Rd,3,h,820000,S,Morrison,22/5/2016,2,2,Banyule City Council
Viewbank,159 Graham Rd,3,h,870000,SP,Nelson,22/8/2016,1,2,Banyule City Council
Viewbank,111 Rutherford Rd,4,h,1085000,S,Barry,22/8/2016,3,2,Banyule City Council
Viewbank,12 Rosemary Ct,3,h,915000,S,Miles,25/2/2017,2,2,Banyule City Council
Viewbank,3 The Nook,4,h,1050000,VB,Nelson,26/7/2016,2,2,Banyule City Council
Watsonia,4 French Ct,3,h,660000,S,Ken,3/12/2016,1,0,Banyule City Council
Watsonia,57 Frensham Rd,3,h,581000,S,Barry,3/12/2016,2,2,Banyule City Council
Watsonia,9 Grace St,3,h,1000000,S,Buckingham,4/3/2017,2,2,Banyule City Council
Watsonia,17 Longmuir Rd,3,h,785000,S,Barry,4/3/2017,1,2,Banyule City Council
Watsonia,5 Sarong St,3,h,600000,SP,Barry,4/6/2016,1,1,Banyule City Council
Watsonia,2/21 High St,3,h,690000,S,Buckingham,6/8/2016,2,1,Banyule City Council
Watsonia,1/42 Wattle Dr,3,h,582000,S,Ken,8/10/2016,1,0,Banyule City Council
Watsonia,7 French Ct,3,h,740000,S,Buckingham,10/9/2016,1,1,Banyule City Council
Watsonia,56 Frensham Rd,3,h,671000,S,Barry,12/11/2016,2,2,Banyule City Council
Watsonia,1 Meagher St,3,h,741000,SP,Buckingham,12/11/2016,1,1,Banyule City Council
Watsonia,18 Temby St,4,h,706000,S,Ray,12/11/2016,1,2,Banyule City Council
Watsonia,2 Thompson St,3,h,725000,S,Buckingham,12/11/2016,1,1,Banyule City Council
Watsonia,45 Grace St,3,h,808000,S,Darren,13/8/2016,2,2,Banyule City Council
Watsonia,4 Ananda Ct,3,h,711000,S,Barry,14/5/2016,1,2,Banyule City Council
Watsonia,1/18 Leafield St,3,u,537000,S,Barry,14/5/2016,1,2,Banyule City Council
Watsonia,11 Leafield St,4,h,1171000,S,Buckingham,16/7/2016,3,2,Banyule City Council
Watsonia,1 Papua St,2,h,662000,S,Buckingham,16/7/2016,1,2,Banyule City Council
Watsonia,16 Castlereagh Pl,3,h,800000,S,hockingstuart,18/6/2016,2,2,Banyule City Council
Watsonia,18 Papua St,3,h,922000,S,Barry,22/5/2016,1,2,Banyule City Council
Watsonia,3/8 Herbert St,2,t,485000,S,Stockdale,23/4/2016,1,1,Banyule City Council
Watsonia,295 Greenwood Dr,3,h,860500,S,Barry,24/9/2016,2,0,Banyule City Council
Watsonia,4 Papua St,3,h,702000,S,Buckingham,24/9/2016,1,1,Banyule City Council
Watsonia,49 Wattle Dr,3,h,627500,S,Barry,24/9/2016,1,1,Banyule City Council
Watsonia,14 Illoura St,3,h,601000,S,Darren,27/6/2016,1,1,Banyule City Council
Watsonia,2/5 Marilyn Ct,3,u,549000,S,Darren,27/6/2016,1,1,Banyule City Council
Watsonia,1/6 Wattle Dr,2,u,342500,S,Miles,27/11/2016,1,1,Banyule City Council
Watsonia,28 Papua St,2,h,701000,S,Barry,28/5/2016,1,2,Banyule City Council
Watsonia,5 Princes St,3,h,645000,S,Ray,28/8/2016,1,1,Banyule City Council
Watsonia,36 Powley Pde,3,h,838000,S,Barry,30/7/2016,1,2,Banyule City Council
West Melbourne,44 Anderson St,3,t,1010000,S,Jellis,3/9/2016,3,2,Melbourne City Council
West Melbourne,1004/58 Jeffcott St,3,u,650000,S,MICM,3/12/2016,2,1,Melbourne City Council
West Melbourne,115 Abbotsford St,3,h,1260000,S,Alexkarbon,4/6/2016,3,2,Melbourne City Council
West Melbourne,96 Roden St,3,h,2370000,S,Alexkarbon,4/6/2016,3,2,Melbourne City Council
West Melbourne,8/115 Stanley St,2,t,800000,VB,Nelson,6/8/2016,2,2,Melbourne City Council
West Melbourne,9/24 Ireland St,1,u,550000,S,Nelson,7/5/2016,1,1,Melbourne City Council
West Melbourne,2/212 Roden St,2,t,1055000,S,Jellis,8/10/2016,1,1,Melbourne City Council
West Melbourne,9/561 Spencer St,3,u,995000,S,Alexkarbon,18/3/2017,1,1,Melbourne City Council
West Melbourne,209/5 Stawell St,1,u,443000,S,Nelson,24/9/2016,1,1,Melbourne City Council
